2025-09-21 14:10:54 | INFO | app.core.logging_config | Logging initialised. Session file: logs\session-20250921-141054.log
2025-09-21 14:10:54 | INFO | harmonycast.app | Application startup. Logging to logs\session-20250921-141054.log
2025-09-21 14:10:54 | INFO | harmonycast.app | FastAPI startup event triggered
2025-09-21 14:10:54 | INFO | harmonycast.listeners | Listener snapshot task started interval=3.0s
2025-09-21 14:10:54 | INFO | harmonycast.app | Client connected id=e85c0554-6b9f-474f-aa39-1f65b6d8ef9f ip=25.4.68.162
2025-09-21 14:10:54 | INFO | harmonycast.app | Host connected id=8de91b60-2d24-4aef-9f50-5ca3916ad628 ip=25.4.68.162
2025-09-21 14:10:56 | INFO | harmonycast.app | Host 8de91b60-2d24-4aef-9f50-5ca3916ad628 disconnected
2025-09-21 14:10:56 | INFO | harmonycast.listeners | Host disconnected id=8de91b60-2d24-4aef-9f50-5ca3916ad628 ip=25.4.68.162
2025-09-21 14:10:57 | INFO | harmonycast.app | Host connected id=f026ff88-cc0c-4f8f-bafe-adc8cfd37262 ip=25.4.68.162
2025-09-21 14:13:11 | INFO | harmonycast.app | Host f026ff88-cc0c-4f8f-bafe-adc8cfd37262 disconnected
2025-09-21 14:13:11 | INFO | harmonycast.listeners | Host disconnected id=f026ff88-cc0c-4f8f-bafe-adc8cfd37262 ip=25.4.68.162
2025-09-21 14:13:11 | INFO | harmonycast.app | Host connected id=27585074-1ff4-48b6-ae02-f891ded4347e ip=25.4.68.162
2025-09-21 14:15:08 | INFO | harmonycast.app | Host 27585074-1ff4-48b6-ae02-f891ded4347e disconnected
2025-09-21 14:15:08 | INFO | harmonycast.listeners | Host disconnected id=27585074-1ff4-48b6-ae02-f891ded4347e ip=25.4.68.162
2025-09-21 14:15:08 | INFO | harmonycast.app | Host connected id=46d52700-8dc4-4507-8dd4-b3284f589dd4 ip=25.4.68.162
2025-09-21 14:17:45 | INFO | harmonycast.app | Client e85c0554-6b9f-474f-aa39-1f65b6d8ef9f disconnected
